receipt_no,person_id,confidence,dep_gap_s,n_candidates,has_features,workstation
46433,55bf2705-5735-4604-9c8e-26367de723ec,0.486,4.2,5,1,1
46436,b102c94d-5da7-419e-9481-72294151a419,0.346,7.3,5,1,1
46437,71a9a0f8-82ed-43e3-bdd0-fc975abaf4dc,0.435,95.0,4,1,1
46438,a151c4f4-f0d2-4231-9edb-fa0354113761,0.281,15.1,5,1,1
46441,1ccbf86e-7804-41fd-af23-c18e333b981d,0.601,12.2,4,1,1
46447,99f5ce6c-78c7-4b4f-9d95-550e36be1acf,0.161,6.5,7,1,1
46450,bfeb5ee2-8bd8-4f69-bf00-3e95c4c7b6a7,0.583,31.8,3,1,1
46451,bd6f1ea0-37e4-4170-8042-1c960db74914,0.858,10.7,2,1,1
46452,30c4e651-cd32-4028-9fad-1b36e25a4e06,0.275,24.1,4,1,1
46455,c6b2d077-1e47-48f1-aeae-f8e2b0352489,0.546,43.1,2,1,1
46458,3b6f9e5a-e1ec-4f95-bffd-70c238014a37,0.351,22.8,4,1,1
46461,3e39001b-de36-449a-a238-412e9623c039,0.536,23.9,3,0,1
46464,a43b0db9-415b-4812-b769-ae5381deabce,0.037,425.7,2,1,1
46465,5ae39459-4aa4-4389-a9bd-5930e7dd4021,0.456,41.8,3,0,1
46468,da4f877f-f031-4941-a9c9-bdab7e234059,0.209,5.7,7,0,1
46469,06225294-2071-42fa-a47e-a88087310f5f,0.262,8.3,5,0,1
46472,8f492106-6c03-48f6-b6ea-55998155aea6,0.620,14.1,3,1,1
46473,d889201d-ae11-4f5f-b718-e31043484a24,0.345,10.9,5,1,1
46476,c52b8828-8e8e-4b2e-a108-eff125bc4ff8,0.206,17.2,7,1,1
46479,cb8660b6-9db4-49f4-87a1-4c76fa62a60d,0.308,10.3,6,0,1
46484,8e15e5ba-28c2-4e33-9cfc-1285c8d238f3,0.668,0.4,2,1,1
46487,a0bc6de2-af63-48ef-a32e-f8e7015d46c1,0.403,9.9,5,0,1
46488,e8e57ddc-d5f4-415a-86c2-bd48a84b62fb,0.298,1.1,4,0,1
46491,46dd001e-7d6f-46f6-bb43-2a6c9804c096,0.967,18.9,2,1,1
46492,56204a9d-7e11-4221-94a6-38c2b3a5d110,0.336,12.8,4,0,1
46495,ca568441-685d-401e-9714-a8263139f92f,0.330,7.8,4,1,1
46496,bfce0949-e9eb-473d-bd56-9d807e86965d,0.612,16.8,2,1,1
46499,9c91df95-9e79-4337-83d6-ff3b3ef8b060,0.362,10.6,4,0,1
46503,47e0355e-59cf-4d72-9473-a65cf9ad33d9,0.284,10.6,4,1,1
46506,eb30c60f-1b4a-4bb1-a703-ac4d2ca9100b,0.505,6.1,3,1,1
46509,e61e278f-ee26-4c84-bf62-eb4044a35659,0.705,1.7,4,0,1
46510,e8ed3295-0704-4b52-ac62-86db24f98d63,0.639,29.4,3,1,1
46513,de49cc4d-1f38-4d0e-8497-976274114cde,0.363,8.7,4,0,1
46516,88b71f04-2b58-4113-874b-847be581a9d2,0.581,10.3,5,1,1
46517,b9536d17-f236-4259-8e5d-175fa418851d,0.365,14.9,5,1,1
46518,c4d728c3-aac5-479d-8e27-7b7fa912660a,0.116,255.1,3,1,1
46519,a3336b3e-ecd0-48a3-8f72-dd8d733acc45,0.522,18.6,4,1,1
46522,101a3761-4ada-42c8-b191-720dc9e72c6d,0.555,0.6,2,1,1
46525,0484a9b8-7fd6-4957-86d2-97f581c70e04,0.437,2.3,4,1,1
46528,be617276-aeb2-4fef-928a-4f9d956ae055,0.507,31.2,2,1,1
46531,29d1504c-8dba-4699-8684-9ca9dd1d67a6,0.908,12.6,2,0,1
46532,a678b197-1883-42b0-99ea-f8fee9a72d15,0.413,10.0,4,0,1
46535,3fa02b6e-49aa-4b3a-83dd-0d0505149f7d,0.738,25.7,2,1,1
46538,91dcae54-2f3c-4869-8620-05d0fe5cdc1c,0.542,11.1,4,0,1
46541,74f0a512-6d00-43b1-b9e1-049d84b842fa,0.491,2.9,3,1,1
46547,a04ad071-bc37-492b-b676-be93740645a0,0.505,6.0,2,1,1
46550,aa14642e-fedd-48ff-b885-a54c2be4cae9,0.396,4.9,4,1,1
46554,11e85f29-dca0-49bf-9ba3-65c1e8955314,0.298,28.5,4,0,1
46557,57f225b9-3421-4116-ace9-38438ce5ccb9,0.987,13.5,2,1,1
46560,13c2b31a-d549-4be2-9972-3bf047d39105,1.000,2.4,1,1,1
46561,00387f30-a802-4abd-b41a-e7b3a0c1c8a9,0.997,332.5,2,1,1
46562,ff9a98c4-c49a-44ee-aa8a-17ab36fb38ba,0.619,40.1,4,0,1
46565,d45f3961-cb7f-4c7f-b863-e59a9d636235,0.521,16.0,3,0,1
46568,80950a47-53f1-49a2-b5df-c59f1de7aa6d,0.261,20.7,7,1,1
46569,ce104e06-9742-4cfa-9172-9b56eb5dc66c,0.231,7.9,7,0,1
46570,42c4fc20-ea83-4524-8c13-35d2e9e47d34,0.729,4.3,3,0,1
46575,7381a39b-099b-4cae-8e7a-27101587af40,1.000,2.4,1,1,1
46576,7ae88cfe-4d24-455b-9e0e-6458cb6d10fe,0.515,3.5,2,1,1
46577,1bb9d69a-134c-49b5-a7a8-9d861521f17e,0.134,404.9,2,0,1
46578,22d5362d-d499-4404-817f-b8bd21fa72ea,0.866,173.9,2,1,1
46579,141253bc-babb-4e1e-8df1-b788b77234a4,0.552,111.2,2,1,1
46580,53eccb99-5d47-4310-a967-c2777200ddb6,0.292,4.0,4,1,1
46583,f4a25937-c65a-42d5-9668-fae79a9dcb04,0.514,6.1,3,1,1
46586,4e39fb77-116b-4b70-9132-3b079ce5a650,0.788,11.5,3,0,1
46589,4232a167-650f-46eb-8030-7a143b517356,0.217,89.2,4,1,1
46590,ff9414d5-b6dc-4638-86a8-e1ae6c0ffc68,0.245,15.5,5,1,1
46593,3511b22e-6664-4ace-984b-8aad24289173,0.370,275.1,2,1,1
46594,24b4c626-f401-4c8b-8cdb-5cc63f8a2f36,0.250,1.5,7,0,1
46595,d46bbe96-fa6c-4c1a-bc1f-112e4fa3f530,0.379,36.4,3,0,1
46598,31d60a6e-8ab5-4b95-88ee-a85b541057f1,0.495,23.1,7,1,1
46599,2f1fa8e2-c44e-48fb-b4fe-dfb71a1d7a80,0.304,22.8,7,0,1
46600,b26d00de-ce01-4e1c-8bbf-ddfb7462f11d,0.309,22.5,6,0,1
46601,b56bae4a-edb0-401a-8c24-63b95e10b1f6,0.305,13.7,5,1,1
46602,5a3a4bf2-6788-4125-ae36-96a882b97a84,0.500,3.2,2,0,1
46603,82c1157b-4c36-47e2-b9c5-3eae47537c09,0.567,4.3,3,1,1
46604,352c6a04-3924-48f8-8ef4-474ad4048b7c,0.495,2.3,5,1,1
46608,7197fa5e-9ae6-4e3f-946d-aba4c500b413,0.392,6.3,4,1,1
46612,a3799b99-04b8-45da-855a-49b447793a3a,0.259,16.3,4,1,1
46615,7a219911-9d56-4dad-b3da-ef2371c00575,0.162,237.3,5,1,1
46616,358e3182-b18a-4757-b24c-3d9a3c04224d,0.130,209.8,7,1,1
46617,b246f1a1-6701-4fec-8328-edf672447dc0,0.308,67.6,8,1,1
46618,ce7b5480-91e1-427b-a431-e339421f546c,0.212,18.8,8,1,1
46619,5f141f0f-edc2-4e0d-be21-0bc4844389af,0.222,23.5,6,1,1
46620,e7020b5d-b9f2-4e3c-8860-2cc08b88b596,0.351,7.7,3,1,1
46625,c600da3f-8b9c-45d6-b199-365e0707c4ce,0.215,0.5,6,1,1
46626,6bf90eda-9c31-4fdb-8478-bb3d5a6115e4,0.294,4.5,5,1,1
46627,9592ad35-5ce3-418b-83b7-a5308bd5765e,0.209,0.1,6,0,1
46630,822357c3-f744-44f3-bfe7-c7d87364f5ac,0.274,45.6,4,1,1
46634,5c05952c-76ff-46fb-851c-12e3623a4b64,0.367,5.4,3,1,1
46637,fbcab7ea-529f-402c-a9a5-46bdf06156d9,1.000,0.9,1,1,1
46640,908fe16e-6c80-4b17-82a5-f609c0efc5d2,0.282,168.0,4,1,1
46641,c293c9f4-eb55-4908-b8ec-9bc6ccbd63f4,0.250,28.7,7,0,1
46642,944fabc1-0dd5-4f6d-8136-e08acc83f9c3,0.200,0.8,7,0,1
46645,3108c8a5-5ecd-4d63-9c54-f20edc2df144,0.459,11.8,4,1,1
46646,01a04e36-5879-4818-9de6-e1189f58fc53,0.289,3.8,5,1,1
46649,fdb60000-3f18-4912-ad92-3685969ab2a5,0.382,1.3,3,1,1
46652,3bd47c4e-c055-40b2-91e2-34a5cc8a884d,0.501,0.9,3,1,1
46662,86e64335-8883-4f1c-ad94-679725446473,0.176,363.1,2,1,1
46663,ba9963a1-62fb-4b75-a27d-6a50cc24a008,0.250,16.3,6,1,1
46668,e2cd7529-6091-4495-bdcd-259c8885afe1,1.000,2.4,1,1,1
46669,fa3133dc-b605-4ccf-8eb8-c9d067c15de1,0.311,3.0,4,1,1
46670,fc68ebb5-f6d0-4bc1-957f-a72b20e2b474,0.330,114.9,5,1,1
46671,d227c03d-d61a-43c5-803d-b59f7426272d,0.342,13.0,5,0,1
46673,c3d9977c-65ac-4120-978f-845e10ad2908,0.532,295.8,2,1,1
46674,3e4cedbb-7aea-4c54-a463-d01889f8dadf,0.211,4.2,5,0,1
46675,753abaa2-59b1-4f60-8edc-a5f7d81fbe15,0.280,2.1,5,1,1
46676,bf31c951-67ac-4b21-82d8-293e5107eff1,0.667,7.4,2,0,1
46677,9d2b85c1-4119-4abc-8bb0-e9a9a7d9fcbc,0.539,2.1,2,1,1
46678,c195cc03-5a5f-48cd-890f-50fa4efc0fa5,0.368,7.8,4,0,1
46679,cc05675e-d1ab-4eff-a5c3-634ce7add8af,0.258,14.3,4,0,1
46680,73ff3dd6-d2f3-41f7-95e0-17b443a9055f,0.884,26.3,3,0,1
46681,66216a2c-5a34-476b-8704-b1d5e819278a,0.521,0.6,2,0,1
46682,307f2af8-f091-4d91-ad4b-152c24299965,0.540,274.5,2,1,1
46683,82a1a893-a299-4eb9-b1cd-50489751e9e5,0.456,1.7,6,0,1
46684,deb268d8-d9f1-4961-abf0-187c9df7d29f,0.188,94.1,5,1,1
46685,73dd62b0-c95a-499d-8a42-62075ede11e5,0.378,13.0,5,0,1
46686,72132bca-5e27-4c44-82f3-849467e0ae2f,1.000,26.6,1,1,1
46687,5497cf63-acd3-4841-8d15-3ef33291e8ef,0.328,110.8,3,1,1
46691,caa4966d-82e1-4473-beca-30a99826a73a,0.370,2.7,3,1,1
46692,796a0c2c-f590-4130-a18a-37059113908b,0.724,13.7,2,0,1
46693,ebe1a4a6-dcfc-45d6-82b7-ef5f4513f827,0.412,24.8,3,1,1
46694,1a2fcfad-025f-472a-a7ab-9b6dc761676f,0.988,12.9,2,1,1
46695,effaadca-fb46-451e-9347-022a795b570b,1.000,41.6,1,1,1
46696,0ddd7fe9-8655-48f4-9ede-0f88439e23d5,0.444,10.3,4,1,1
46697,f5321deb-7110-4499-bc5c-49d1ee2c7fa4,0.295,45.2,4,1,1
46698,f5b39413-e910-43f7-aa10-a585ed721f6a,0.236,1.6,5,1,1
46699,68288568-8499-4c71-8ec5-89e25f3c6d5d,1.000,10.2,1,1,1
46700,69199564-0f8c-4292-a947-c6b1d0da0752,1.000,5.5,1,1,1
46701,843743d0-402d-46e2-a271-10ef0cdd1bb0,0.504,2.4,2,1,1
46703,112c5153-899a-4c7c-955d-0954fd81b04d,1.000,184.6,1,1,1
46704,23325581-8c34-4f4b-9843-b896f4c65c20,0.812,16.0,2,1,1
46707,a273db22-9e3c-4ae3-8dea-fa63f87efe05,1.000,16.6,2,1,1
46708,08937a8c-46f1-4b7e-9d73-dd61cf34b0ee,0.999,6.6,2,1,1
46709,346402b5-7eca-4e63-a58d-ddd5f514fb99,0.011,427.3,6,1,1
46710,ac03698b-8ad2-495e-8bd8-ff327b1d40fe,0.630,27.2,6,1,1
46711,63a8b765-6cde-4f81-a321-c3de9b612faf,0.367,22.5,5,0,1
46712,0ee938c2-c6d3-4c99-8f8e-23ab8b1d6024,0.342,3.2,3,1,1
46713,8be759f6-a4c4-4139-8bff-f0052dcda5f9,0.485,29.3,4,1,1
46714,70faa0aa-67cb-41c0-afa2-90a09ae8ab5f,0.727,23.7,4,1,1
46715,c610d5cf-037d-45ac-ad58-e2a54a3ac788,0.419,11.7,4,0,1
46717,d3286adc-4dc3-4595-8271-dc3bb04d37a5,0.218,23.3,7,1,1
46720,6cccf43f-b489-4244-82a3-4be19327087d,0.264,1.7,6,1,1
46721,2ef0ad5c-8305-4662-a526-c552a7328c2d,0.505,2.6,3,1,1
46724,69eb756b-fac7-4230-ac5c-be16a90f8e87,0.293,6.9,7,1,1
46725,839ff072-50ca-4c81-8c5c-1d3692ae12c9,0.374,4.2,6,0,1
46728,68b13258-8a60-453e-8bcc-e035b97c6fa6,0.311,29.2,6,0,1
46729,d41f3119-93f5-45e5-9d19-95906e0f0c9e,0.275,17.0,6,0,1
46732,270574cb-dc1f-483f-af31-3ef82f1314a9,0.214,94.3,6,1,1
46733,4bd8276e-ef5f-4301-81bc-2fc36066103d,0.210,5.0,9,1,1
46734,513077bd-d5eb-4abe-a932-a0d155cc784c,0.297,20.6,6,1,1
46737,9d809ccc-0cf0-47c3-bcb6-5488f4d00c9a,0.250,0.8,7,0,1
46738,5c0b0a7a-d92f-4a4a-9f7b-3247997367ac,0.254,10.3,4,1,1
46741,47089039-8205-4090-864d-4601bac6d1f4,0.155,2.5,8,1,1
46744,05a9e1bb-6411-410a-bb5f-d59472007e05,0.428,210.5,3,1,1
46745,ef1bc42b-d513-4c62-ba09-012ea5d54720,0.300,10.6,5,1,1
46751,9ea50dda-9da2-4cb9-b0cb-6caa504bdb9f,0.578,79.1,5,1,1
46752,511b867b-6ea1-4a2a-9417-be1e38f12b69,0.299,19.7,7,0,1
46755,7204946c-d52e-4c46-8d93-d7e3d5f24b64,0.890,28.9,4,1,1
46756,e813ba62-0b83-48c3-99ef-59f5da4439c0,0.249,106.4,5,1,1
46757,86a74ca0-0127-4a3c-a099-62c35c0dec3e,0.196,1.5,6,0,1
46758,0c63ad14-5ebd-44fe-bf0b-44eca09e3a9a,0.338,36.2,4,1,1
46761,34c4e387-394d-476c-b0eb-9d7be5eef77a,0.293,28.8,4,1,1
46764,bd8f1f82-2c16-4512-96d2-1c6215679302,0.374,9.1,4,1,1
46767,bfde15e6-e31a-498d-9034-4a6de49b6e81,0.356,20.9,8,1,1
46768,54703c2f-e5e4-4a6a-b32f-df57c921bddd,0.159,14.3,8,1,1
46769,7988e3a2-9519-4b85-88a0-c11f2ae1a70e,0.152,4.9,7,0,1
46773,3d24d3be-60f9-41a3-9325-d95b5e057ba8,0.362,0.3,3,1,1
46776,8210d151-afdf-4e67-beb2-201929cd2ee5,0.151,5.7,10,1,1
46779,f9dd7493-281a-47e7-95e6-23d60c551408,0.210,56.3,6,0,1
46780,fdab5ac0-ea1d-4a0c-8e16-c3906382fa80,0.173,5.1,7,1,1
46783,8c87e878-1cdf-40b8-89d4-610b1efa2ac1,0.114,207.5,4,0,1
46784,56c3ea68-99f4-46bd-9d08-5e2f09d668a3,0.225,31.3,6,1,1
46788,43b8f2d8-473b-4b51-a4c6-6356d14cb15e,0.501,73.6,2,1,1
46789,a1f93811-57ee-4ed9-a949-6a037a981a90,0.354,27.9,3,1,1
46795,6e4d1126-058b-4d3f-a287-73e05bd37101,0.710,7.9,2,1,1
46799,0a6cb2f1-1ce1-423e-ac72-5390737b35b4,0.830,27.8,3,1,1
46802,02541b30-a2c3-44f1-9a0d-70986f87f43a,0.262,6.0,4,1,1
46805,0c99c8a1-ca34-4c3c-bd96-d6a6b784acc2,0.288,7.3,5,0,1
46806,91cb0d43-386f-41ac-a250-ec646d215896,0.257,3.2,5,1,1
46808,7a1779e9-68ce-47df-b95f-025284c9553a,0.353,4.7,4,1,1
46816,78fee43e-63e0-4841-9158-3c6237d6b743,0.817,39.8,2,1,1
46817,14b73dcb-4e94-45fe-a833-d163d6714bef,0.519,85.6,2,1,1
46818,15130d59-13b7-4975-b3ce-f0958319c4aa,0.519,1.6,2,1,1
46821,8fe1710b-d29c-43e8-a800-4c1db6a97872,0.743,31.8,2,0,1
46822,42f9637e-d0cc-4357-9c9d-eabb3d1d7f0e,1.000,29.2,1,1,1
46827,c6f50d03-3c53-4e62-b4f1-75beecee716e,0.333,17.5,7,1,1
46828,710f3fa7-2899-45f9-a732-39623ea48395,0.249,4.7,8,0,1
46829,c1eafc69-8866-4e0d-bd6c-fbb0daec5723,0.039,297.4,4,1,1
46830,92ed8be5-6a26-46e5-8530-4d93fa2440ee,0.540,10.1,5,1,1
46833,0f0ae248-ff6b-41bf-8570-ef7cfe5ac9fb,0.553,117.3,2,1,1
46836,d6679131-7895-4fba-a4f2-114b73a0132e,0.287,22.7,6,0,1
46839,c34f8607-d589-4c38-ab75-bd546bacf58b,0.180,3.6,9,1,1
46840,f560d05d-68f8-47e9-862c-cf0141bc8bb3,0.227,7.6,7,1,1
46843,07ed4dc2-0435-4b74-bdd3-40a8b087881a,0.506,4.1,3,1,1
46848,080dbe02-2c3a-4ea5-a504-c453e42cdb6f,0.314,76.6,6,1,1
46849,72da57cc-f221-4391-8cc5-9dfcde49a7bd,0.355,13.1,6,1,1
46850,a5af6a7c-06b4-4ec2-9537-6a3a2790ee74,0.167,16.4,7,1,1
46853,d63ff979-6738-40b8-b51e-759962d22413,0.210,222.5,3,1,1
46854,29d42a60-cc88-4b80-ae69-dec15add4993,0.566,0.3,4,1,1
46856,376e61e0-3319-4b45-a8b1-614ecd634882,0.529,26.6,4,0,1
46857,dec9c53f-02db-4d76-8133-c252c394eba9,0.432,5.7,5,0,1
46860,a40ac153-8f45-4cf3-8b7f-0503b2857291,0.129,12.4,13,1,1
46861,8f4d47ad-7e46-40c8-aa77-2d8c591eff96,0.360,2.1,8,1,1
46862,c1fa28c5-61dc-4041-8e31-a20f402d1e45,0.252,24.5,7,0,1
46863,2615fe0b-794d-4597-b5aa-04cf7897aa8a,0.221,3.7,6,1,1
46866,a4532515-0a14-4ffa-b48b-0223687bc7bc,0.973,214.7,2,1,1
46867,60743fff-3886-4d94-832e-82729690c706,0.435,14.8,5,1,1
46868,f9d70e2b-3e3e-4a75-9f10-c35af671e410,0.525,144.8,3,1,1
46869,d9a088d1-39ee-4270-b8b6-1d91ca58b3a3,0.260,3.4,6,0,1
46870,e45263c7-f1bc-4276-b997-403505fce2a6,0.311,3.8,4,0,1
46873,5831c9bf-30d0-42ca-bc26-0812e5b14c25,0.268,19.0,6,1,1
46874,153b0f2a-b06e-4c9b-aeb5-af0c77cc6804,0.244,5.4,5,1,1
46877,c8288bec-09c9-42b5-9634-454d847c866c,0.484,76.6,3,1,1
46878,55b65323-8b52-490f-b0be-ccea4bb7aaab,0.510,4.8,3,0,1
46881,0725e80b-f5ad-4126-849d-c13d0c42a2af,0.514,59.1,6,1,1
46882,45e6051d-0147-4cc9-a51f-0db4c32cd077,0.244,11.3,7,1,1
46883,dde8d6d7-3b0b-4da4-a1b9-bec20b3622a8,0.618,14.9,3,0,1
46886,687154c7-4200-48a0-bb70-0b9ea84ab303,0.289,110.7,4,0,1
46889,eaeb69c3-ec2f-4f93-99a6-88ad0261a344,1.000,60.1,1,1,1
46892,6f6f2f23-8944-4da5-89a8-388f28d3edda,0.148,5.5,7,0,1
46895,988be03c-3335-4bee-87cc-2396b4978e6a,0.266,0.0,4,1,1
46899,5162835f-4ccd-47cc-9a6c-9be3825b0892,0.886,18.0,2,1,1
46900,1b18cb9f-e2f9-47a0-b480-5b7c491eec02,0.248,5.4,5,0,1
46901,e3216f95-2bde-4713-88b6-7592a4baf0a8,0.525,6.5,2,1,1
46904,ce0c0285-2bd6-4a79-ae09-e2845cc534a4,0.626,12.8,2,0,1
46907,4b63ded5-d2e8-48db-b7e0-6a3e821311ac,0.528,5.0,2,1,1
46910,42c02d38-7ac6-4a9f-9925-051e0d1f82a6,1.000,32.0,1,1,1
46911,624af002-9efd-47ae-bcc4-5c8dd128d2fe,0.828,5.3,3,0,1
46912,4874c8a6-5811-43b2-979b-6577963ed14e,0.349,75.4,4,1,1
46913,63d743a6-e7fc-47b2-ba72-b86b9bdd2a42,0.208,3.0,6,1,1
46914,f880492f-86aa-4bbf-85f0-ae755750982b,0.205,4.5,6,1,1
46917,da31a6d0-a006-4846-9678-232899dc54e8,0.568,2.9,2,1,1
46918,ceecf9b0-75c7-4dec-b2b3-ebe95dad6efa,0.353,1.5,6,0,1
46919,120e0c7e-e609-4e9f-b74c-0e33ad467033,0.342,4.2,4,1,1
46920,93b2ffba-c056-46dd-8fe8-f162e252cf3e,0.237,2.7,5,1,1
46921,d58a3483-0e52-49a8-8127-47716b32d6f6,0.503,2.6,2,0,1
46922,dbc3e4ac-6e0f-4524-9ee8-d058ba0d8d0b,0.977,296.8,2,1,1
46923,9bb0f9ab-6bb5-4315-bd19-bdfde9f3e5cb,0.169,72.2,7,1,1
46924,5211af7d-0938-4adc-81d2-6a6cf818da5b,0.144,0.2,9,0,1
46925,ed086610-dac1-4424-b13e-2c9f6a9b8dde,0.380,13.2,6,1,1
46926,7e0be479-4e6e-428a-9a43-7d18e39445a4,0.386,16.9,5,0,1
46927,c4f8030d-41c5-45bb-9f77-067298786eb0,0.354,8.5,3,1,1
46930,699fc5eb-c08c-4960-b13a-c84ebf227406,1.000,185.5,1,1,1
46931,c6d68ca0-b729-4c0b-9a92-43fb5b6e70ae,0.227,16.3,5,0,1
46932,9c0ad97f-d4d3-4e94-9108-686b4fc645e3,0.246,6.6,5,1,1
46933,e4c679ee-9424-4d0c-b51e-4518b235199b,0.273,11.1,4,1,1
46936,e18508e0-c671-4483-b861-6270ee6da8b9,0.354,7.0,3,1,1
46937,21d4a285-e6f8-4718-bca0-d4a9d7883681,1.000,5.3,1,1,1
46938,e1021009-b575-495e-b47b-54f4a3a3879c,0.233,7.6,7,0,1
46939,f7b2702b-1f25-44da-9f2e-65dd3f001c11,1.000,8.7,1,1,1
46940,2bb6844d-57af-4255-8f30-ac9a9ecbd7e7,0.289,13.0,4,0,1
46941,b1ac7cbe-ec07-43be-b750-4815127f2b23,0.372,3.4,5,1,1
46942,a65cbeae-71cb-48a7-a167-1b2e43ffa6e3,0.516,29.9,3,1,1
46943,1ce2ba16-0559-4649-8579-5e41652a5493,0.515,20.3,2,1,1
46945,21726e0e-acf8-4498-a43b-e46a21359b78,0.548,13.5,3,1,1
46946,a36b07a1-99c7-4a40-8a16-0d34c8a59af6,0.630,8.9,2,1,1
46948,db937182-03e4-48e8-a9d6-a5368b09d036,0.912,17.0,3,1,1
46949,1d208e1c-5487-4996-acae-46e434d60441,0.147,244.9,3,1,1
46950,a8b81334-4845-4680-9b77-3182de279a4d,0.339,24.4,8,0,1
46951,eac2d6e7-a2af-4c23-8c7c-64eff9c7c2e3,0.436,24.7,6,0,1
46952,562de952-ff31-49ac-b226-855b47ed7504,0.291,6.0,7,1,1
46953,22553424-3e1a-4575-93ed-cc99ced0c0ce,0.293,12.0,5,1,1
46954,586afcaa-bf6b-4414-a79d-13bf8afcb0bc,0.273,6.2,5,1,1
46960,15ce51e3-ff4f-4d25-b5b6-af798086c5f8,0.397,78.6,2,1,1
46961,8d80ce9d-85c6-4eb1-a1be-2d98d6d2a969,0.603,1.2,2,0,1
46964,95e4c20b-ca7e-47b5-801f-668a0d33c2cf,0.566,6.1,2,1,1
46967,14eb0c90-8490-44e9-9f91-2a08fe9daa76,1.000,118.1,1,1,1
46972,411670ea-e8ae-467c-8d76-46c5e996a311,0.726,22.0,3,0,1
46975,86d35ff5-863c-4ca4-9a88-50f3956e7ebc,0.168,0.6,9,1,1
46976,56783c98-0f21-4fc6-97fa-fb7d778be33d,0.247,38.0,5,0,1
46979,121f04ea-e031-4225-b657-4f6024579374,0.823,10.6,3,0,1
46982,20b078b5-39c3-4190-8378-22881144fd1e,0.340,3.4,3,1,1
46985,87979a86-0fe6-4bf6-ab41-bac61d0c32c4,0.611,32.1,2,1,1
46987,2f917fdb-8ef6-49ff-9124-629f0543ee84,0.339,2.9,4,1,1
46988,38d17b17-b0fe-482b-ad96-bff3eec04724,0.548,1.9,2,1,1
46994,d943058f-4b93-446a-941b-9ffb5d431410,0.163,7.1,7,0,1
47002,54a4f171-3fa4-4ba3-8831-fdc0a80c6d11,0.912,26.1,3,1,1
47005,76114b63-37f4-4cba-91c2-68af64f096dd,0.357,3.9,6,0,1
47006,60a60118-5866-4a0a-9dd6-aa69eb62f29f,0.499,18.0,5,1,1
47009,11ee641b-29ad-4ec4-bbdd-9ae383b42568,0.183,23.2,9,0,1
47012,430cb4af-0136-4f23-961f-f4f14102a3f6,0.250,21.9,6,0,1
47015,7e75279a-4b49-4400-a338-7c0c1fbba25b,0.502,22.6,2,1,1
47019,ecaa41c3-26c0-48f7-97bc-f5833cb639c6,0.092,212.0,4,1,1
47020,9961050f-f4f1-4bd6-8592-13dee0208c08,0.333,4.4,6,0,1
47021,7613d491-d8e5-40ae-8acc-c745aded3671,0.414,0.2,6,0,1
47022,2bdebbd2-4451-4020-a115-7f24febf669f,0.141,133.9,5,1,1
47023,b6170ee0-2e30-43a6-a908-d3a47d903c3a,0.273,12.9,4,1,1
47026,e9e522d8-bef7-46fd-a363-ab48e9b3acb4,0.338,9.9,7,0,1
47027,f680c0d4-a274-4f37-b6ed-220b314ac16b,0.257,3.9,8,0,1
47028,b48711dc-1791-4839-9a70-3ca86fd844aa,0.239,5.2,6,1,1
47029,e03c05ba-a429-4b5d-9fd9-a29a41699726,0.373,9.6,4,0,1
47032,0aad0fb9-6db1-44a3-9db2-eb620b496b24,0.281,111.5,4,1,1
47033,58d6813f-5183-46ee-aa51-09e138a1f633,0.226,17.3,8,0,1
47036,8b577e80-0065-48df-b95a-042320202290,1.000,227.2,1,1,1
47039,ac57cbdb-dffe-4063-84b4-724d1edb2103,0.122,239.4,5,1,1
47040,e17ad415-1451-4bb6-af51-0789231c1a02,0.504,8.5,5,1,1
47041,fb47c6d2-d164-45db-b4f8-82783ee68d29,0.416,30.5,5,0,1
47043,0b0b28ed-5d57-4d69-b422-f8a3288557fa,0.381,1.4,6,1,1
47045,69374c99-b42b-46f8-b92e-5fecae28bc3b,0.246,2.1,7,0,1
47050,8a842b20-2651-45c5-a4d0-14574e39d97a,0.421,29.0,7,0,1
47051,23f2c363-a97a-4c80-a901-944330eea571,0.316,16.4,7,1,1
47052,1ffc85a6-baa1-4ff0-8b52-264b2d33ee8b,0.497,4.6,5,1,1
47053,8a2b5f2a-eaa0-430a-9510-8b2c6e7dc9d7,0.752,72.7,3,1,1
47056,d0f15dbd-355c-4f19-9597-47fb8ce43010,0.215,0.1,6,0,1
47057,2d60fc26-3ed5-4406-8d1c-f861e8d27f11,0.477,12.0,3,0,1
47061,24208d4e-efc5-4c72-b687-57e6a893dd09,0.393,4.4,3,1,1
47064,0992b390-f053-4752-8b5c-4fea728a19af,0.263,12.6,7,1,1
47065,4c28f39a-577d-4e5c-8130-0cdec44311bc,0.287,24.9,6,1,1
47066,dcf7b8aa-a803-4458-b167-ed03947c9c40,0.123,6.7,10,1,1
47067,f31a1852-dc18-4f4c-b558-4ef5e74588cd,0.137,4.6,9,1,1
47068,484e372c-02b9-426b-9036-6edab8de1475,0.203,176.0,5,1,1
47071,76fc687d-6b22-494f-bd62-74fc6ebfccc6,0.898,35.9,3,0,1
47074,12104a1e-beb7-4bae-a5ae-3f93221fd99b,0.275,303.4,2,1,1
47075,5977f222-f43f-4e90-9f1d-9752976a0391,0.264,169.2,3,1,1
47078,cc4dd0c0-1994-40ca-b6d9-36ea92a0923f,0.973,20.0,4,1,1
47081,deafe47e-3d69-4009-8790-0523a2f7eabc,0.210,173.1,5,1,1
